PALReader (c) 2021 - Howard M. Harte
https://github.com/hharte/PALReader

Dumping PAL10L8...

A,B,C,D,E,F,G,H,I,J,,F0,F1,F2,F3,F4,F5,F6,F7
1,0,1,0,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,0,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,0,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,0,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,1,0,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,0,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,1,1,0,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,0,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,1,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,1,1,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,1,1,0,1,1,0,1,,1,1,1,1,1,1,1,1
0,0,0,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,0
0,1,0,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,0
0,0,1,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,1,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,0
0,1,1,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,1,0,0,1,1,1,0,1,,1,1,1,1,1,1,1,0
0,0,0,1,0,1,1,1,0,1,,1,1,1,1,1,1,1,1
1,0,0,1,0,1,1,1,0,1,,1,1,1,1,1,1,1,0
0,1,0,1,0,1,1,1,0,1,,1,1,1,1,1,1,1,1
1,1,0,1,0,1,1,1,0,1,,1,1,1,1,1,1,1,0
